"OverTime","BusinessTravel","Education","EnvSatisfaction","JobInvolvement","JobLevel","JobSatisfaction","RelatSatisfaction","StockOptionLevel","WorkLifeBalance","Department","EducationField","JobRole","MaritalStatus","Age","DistanceFromHome","MonthlyIncome","NumCompaniesWorked","TotalWorkingYears","YearsAtCompany","YearsInCurrentRole","YearsWithCurrManager","Attrition"
"No","Rarely","Master","Medium","Very High","Intermediate","Very High","Very High","Few stocks","Good","Sales","Marketing","Sales Exe.","Divorced",34,1,9725,0,16,15,1,9,"No"
"Yes","Rarely","College","Medium","High","Experienced","Very High","High","Few stocks","Bad","Sales","Technical","Manager","Married",59,1,11904,3,14,6,4,4,"No"
"No","Rarely","Master","Medium","High","Entry","Medium","Low","No stock","Better","HR","Medical","HR","Single",45,24,2177,1,6,6,3,4,"No"
"No","Frequently","Bachelor","High","Medium","Experienced","Medium","Low","Few stocks","Better","Sales","Marketing","Sales Exe.","Married",53,2,7525,2,30,15,7,12,"No"
"No","Rarely","Bachelor","Low","High","Intermediate","High","Medium","Few stocks","Good","R&D","Other","Lab. Tech.","Divorced",36,15,4834,7,9,1,0,0,"Yes"
"Yes","Frequently","Bachelor","Low","High","Entry","Low","Medium","Few stocks","Better","R&D","Life Sciences","Res. Sci.","Married",26,2,2042,6,6,3,2,2,"Yes"
"Yes","Rarely","Master","High","High","Entry","High","Very High","Few stocks","Better","Sales","Life Sciences","Sales Repr.","Married",34,10,2220,1,1,1,1,0,"No"
"No","Rarely","Below College","Very High","High","Entry","Medium","Medium","No stock","Better","Sales","Medical","Sales Repr.","Married",28,10,1052,1,1,1,0,0,"No"
"No","Frequently","Master","High","High","Entry","High","Low","Few stocks","Better","R&D","Other","Res. Sci.","Married",38,3,2821,3,8,2,2,2,"No"
"Yes","Rarely","Master","Medium","High","Expert","High","Very High","Few stocks","Good","R&D","Medical","Res. Dir.","Married",50,2,19237,2,29,8,1,7,"No"
"No","Rarely","Bachelor","Very High","High","Intermediate","Medium","Low","No stock","Good","R&D","Other","Health. Repr.","Single",37,3,4107,3,8,4,3,1,"No"
"No","Rarely","Bachelor","High","High","Intermediate","Low","Medium","Few stocks","Good","Sales","Marketing","Sales Exe.","Married",40,26,8396,1,8,7,7,5,"No"
"No","Frequently","Below College","Low","Medium","Entry","High","High","Medium stocks","Better","R&D","Medical","Res. Sci.","Divorced",26,1,2007,1,5,5,3,3,"No"
"No","Rarely","Master","Very High","High","Expert","Very High","Very High","Medium stocks","Better","R&D","Medical","Res. Dir.","Divorced",46,1,19627,9,23,2,2,2,"No"
"No","Rarely","Master","High","Medium","Experienced","High","Medium","Few stocks","Better","Sales","Life Sciences","Sales Exe.","Married",54,2,10686,6,13,9,4,0,"No"
"No","Frequently","Bachelor","Low","High","Entry","High","Medium","Few stocks","Better","R&D","Medical","Res. Sci.","Married",56,9,2942,2,18,5,4,3,"No"
"No","Rarely","Doctor","Very High","Medium","Experienced","Very High","Medium","No stock","Good","R&D","Medical","Manuf. Dir.","Single",36,12,8858,0,15,14,8,8,"No"
"No","Never","Below College","High","Medium","Advanced","Low","Medium","No stock","Best","R&D","Medical","Manager","Single",55,2,16756,7,31,9,7,2,"No"
"No","Rarely","Bachelor","High","Medium","Experienced","Very High","High","Few stocks","Better","Sales","Medical","Sales Exe.","Divorced",43,25,10798,5,18,1,0,0,"No"
"Yes","Frequently","Bachelor","Very High","High","Entry","Very High","Medium","No stock","Better","Sales","Marketing","Sales Repr.","Single",20,9,2323,1,2,2,2,2,"Yes"
"No","Rarely","Bachelor","High","Medium","Entry","Low","Low","No stock","Good","R&D","Life Sciences","Lab. Tech.","Single",21,10,1416,1,1,1,0,0,"Yes"
"Yes","Rarely","Master","Very High","Medium","Intermediate","Low","Low","Many stocks","Better","R&D","Life Sciences","Res. Sci.","Divorced",46,8,4615,8,19,16,13,7,"No"
"Yes","Rarely","Master","Low","High","Entry","High","High","Many stocks","Best","R&D","Life Sciences","Res. Sci.","Married",51,4,2461,9,18,10,0,7,"Yes"
"No","Never","College","Medium","Medium","Experienced","Low","Low","No stock","Good","R&D","Technical","Health. Repr.","Single",28,24,8722,1,10,10,7,9,"Yes"
"No","Rarely","College","Low","Medium","Entry","Low","Low","Medium stocks","Better","R&D","Medical","Lab. Tech.","Married",26,1,3955,1,6,5,3,3,"No"
"No","Rarely","Bachelor","High","High","Intermediate","Low","High","Few stocks","Good","R&D","Other","Manuf. Dir.","Married",30,20,9957,0,7,6,2,2,"No"
"No","Rarely","College","Medium","Very High","Entry","High","High","No stock","Better","R&D","Technical","Res. Sci.","Married",41,7,3376,1,10,10,6,8,"No"
"No","Rarely","Below College","High","Medium","Experienced","High","Low","Few stocks","Good","R&D","Life Sciences","Health. Repr.","Married",38,17,8823,0,20,19,9,9,"No"
"No","Rarely","Master","Low","High","Experienced","Very High","Very High","Few stocks","Better","R&D","Technical","Health. Repr.","Married",40,20,10322,4,14,11,10,1,"No"
"No","Never","Doctor","Low","Low","Entry","High","Very High","Many stocks","Better","R&D","Life Sciences","Lab. Tech.","Married",27,8,4621,1,3,3,2,2,"No"
"No","Frequently","Below College","Very High","High","Experienced","Medium","Medium","Few stocks","Better","R&D","Life Sciences","Manuf. Dir.","Married",55,2,10976,3,23,3,2,2,"No"
"No","Rarely","Bachelor","High","High","Intermediate","High","Very High","No stock","Best","R&D","Other","Res. Sci.","Single",28,10,3660,3,10,8,7,7,"No"
"No","Rarely","College","Medium","Medium","Experienced","Low","Very High","Few stocks","Better","HR","Medical","HR","Married",44,1,10482,9,24,20,6,6,"Yes"
"No","Rarely","Bachelor","Very High","Medium","Experienced","Very High","High","Few stocks","Better","R&D","Life Sciences","Health. Repr.","Divorced",33,5,7119,4,9,3,2,2,"No"
"Yes","Rarely","Bachelor","Very High","High","Experienced","Low","Low","No stock","Better","Sales","Technical","Sales Exe.","Single",35,4,9582,0,9,8,7,7,"Yes"
"No","Frequently","Master","Low","Medium","Intermediate","High","Medium","No stock","Better","R&D","Medical","Res. Sci.","Single",33,29,4508,1,14,13,7,8,"Yes"
"No","Rarely","College","Low","High","Entry","High","Very High","Few stocks","Good","R&D","Life Sciences","Lab. Tech.","Divorced",28,15,2207,1,4,4,2,2,"No"
"No","Frequently","Below College","Low","High","Intermediate","Very High","High","No stock","Good","R&D","Life Sciences","Health. Repr.","Single",34,3,7756,0,7,6,2,4,"No"
"Yes","Rarely","Master","Very High","Medium","Intermediate","Very High","High","Many stocks","Better","Sales","Life Sciences","Sales Exe.","Divorced",37,10,6694,2,8,1,0,0,"No"
"Yes","Rarely","Below College","Very High","High","Entry","Very High","Medium","Few stocks","Best","R&D","Technical","Lab. Tech.","Married",25,4,3691,1,7,7,7,6,"Yes"
"No","Rarely","Bachelor","Low","High","Entry","High","High","Few stocks","Good","R&D","Medical","Lab. Tech.","Divorced",26,21,2377,1,1,1,1,0,"Yes"
"Yes","Rarely","Bachelor","Low","Medium","Entry","Medium","Medium","No stock","Better","R&D","Medical","Res. Sci.","Single",33,25,2313,4,5,2,2,2,"Yes"
"No","Rarely","College","Very High","High","Advanced","Low","Very High","Few stocks","Better","R&D","Medical","Manager","Married",42,2,17665,0,23,22,6,7,"No"
"No","Frequently","Bachelor","Low","Medium","Entry","Medium","Low","Medium stocks","Better","R&D","Medical","Lab. Tech.","Divorced",28,1,2596,1,1,1,0,0,"Yes"
"Yes","Frequently","Master","Very High","High","Intermediate","High","Very High","No stock","Better","Sales","Other","Sales Exe.","Single",50,1,4728,3,5,0,0,0,"Yes"
"No","Frequently","Bachelor","Very High","High","Intermediate","Medium","High","Few stocks","Better","Sales","Life Sciences","Sales Exe.","Married",33,7,4302,0,4,3,2,2,"No"
"No","Never","Master","High","Medium","Entry","Very High","Very High","Many stocks","Better","R&D","Life Sciences","Res. Sci.","Married",34,3,2979,3,6,0,0,0,"No"
"No","Never","Master","Low","Very High","Advanced","Very High","High","No stock","Good","R&D","Medical","Manager","Single",48,1,16885,2,27,5,4,1,"No"
"No","Never","Master","Medium","Medium","Intermediate","High","Very High","Few stocks","Better","Sales","Life Sciences","Sales Exe.","Married",45,9,5593,1,15,15,10,12,"No"
"No","Rarely","Master","Medium","High","Experienced","Medium","Very High","No stock","Better","R&D","Life Sciences","Health. Repr.","Single",52,7,10445,7,18,8,6,0,"No"
"Yes","Rarely","Master","High","Medium","Experienced","High","Medium","Medium stocks","Better","Sales","Marketing","Sales Exe.","Divorced",38,10,8740,0,9,8,7,7,"No"
"No","Rarely","Master","High","High","Entry","Very High","Low","Few stocks","Better","R&D","Life Sciences","Res. Sci.","Divorced",29,28,2514,4,11,7,5,7,"No"
"No","Rarely","Bachelor","Very High","High","Experienced","Medium","Medium","Many stocks","Good","R&D","Medical","Manuf. Dir.","Divorced",28,3,7655,0,10,9,7,7,"No"
"No","Rarely","Below College","Low","High","Advanced","High","Very High","Few stocks","Better","Sales","Marketing","Manager","Married",46,3,17465,3,23,12,9,9,"No"
"No","Rarely","College","Very High","High","Experienced","Medium","High","No stock","Better","Sales","Marketing","Sales Exe.","Single",38,2,7351,7,10,1,0,0,"No"
"No","Frequently","Bachelor","High","High","Experienced","Low","High","Few stocks","Better","R&D","Life Sciences","Manuf. Dir.","Married",43,27,10820,8,18,8,7,1,"No"
"No","Frequently","Bachelor","Low","High","Advanced","Very High","Very High","Many stocks","Better","R&D","Life Sciences","Health. Repr.","Divorced",39,2,12169,7,21,18,7,5,"Yes"
"No","Rarely","Bachelor","High","Medium","Expert","High","Low","No stock","Best","R&D","Medical","Res. Dir.","Single",40,14,19626,1,21,20,7,9,"No"
"Yes","Rarely","Below College","Very High","Medium","Entry","Medium","High","No stock","Best","R&D","Technical","Res. Sci.","Single",21,1,2070,1,2,2,2,2,"No"
"No","Never","Bachelor","High","High","Intermediate","Medium","High","No stock","Good","R&D","Life Sciences","Lab. Tech.","Single",39,9,6782,9,9,5,4,3,"No"
"No","Never","Master","Low","High","Intermediate","Very High","Low","No stock","Better","R&D","Life Sciences","Manuf. Dir.","Single",36,18,7779,2,18,11,9,9,"No"
"No","Frequently","Bachelor","High","Very High","Entry","Very High","Low","Few stocks","Better","Sales","Life Sciences","Sales Repr.","Married",31,20,2791,0,3,2,2,2,"No"
"No","Rarely","Below College","Low","Medium","Entry","Medium","Low","No stock","Bad","R&D","Life Sciences","Res. Sci.","Married",28,2,3201,0,6,5,3,4,"No"
"No","Frequently","College","Very High","High","Intermediate","Very High","Very High","Few stocks","Better","Sales","Marketing","Sales Exe.","Divorced",35,11,4968,1,5,5,2,2,"No"
"No","Rarely","Master","Very High","Medium","Advanced","Medium","Medium","Few stocks","Better","Sales","Technical","Sales Exe.","Married",49,8,13120,6,22,9,8,3,"No"
"No","Frequently","College","Very High","High","Intermediate","High","Very High","No stock","Good","R&D","Life Sciences","Manuf. Dir.","Single",34,2,4033,2,5,3,2,2,"No"
"No","Frequently","Bachelor","Very High","High","Entry","Medium","Very High","Medium stocks","Good","R&D","Life Sciences","Res. Sci.","Divorced",29,10,3291,0,8,7,5,1,"No"
"No","Rarely","Bachelor","Medium","Low","Intermediate","Very High","Low","No stock","Better","R&D","Medical","Lab. Tech.","Single",42,29,4272,4,16,1,0,0,"No"
"Yes","Rarely","Below College","Medium","Medium","Intermediate","Very High","High","Few stocks","Good","R&D","Medical","Manuf. Dir.","Married",29,8,5056,1,10,10,7,2,"No"
"No","Rarely","Bachelor","High","Very High","Entry","High","Very High","Few stocks","Best","HR","HR","HR","Married",38,1,2844,1,7,7,6,0,"No"
"Yes","Frequently","Bachelor","High","Medium","Entry","High","Very High","Few stocks","Better","R&D","Life Sciences","Res. Sci.","Divorced",28,6,2703,1,3,3,1,2,"No"
"No","Never","Below College","High","High","Entry","High","Very High","No stock","Better","R&D","Medical","Lab. Tech.","Single",18,8,1904,1,0,0,0,0,"Yes"
"Yes","Rarely","Master","Low","High","Intermediate","Low","Low","No stock","Better","Sales","Marketing","Sales Exe.","Single",33,9,8224,0,6,5,2,3,"Yes"
"Yes","Rarely","Master","Medium","High","Entry","Very High","Low","Few stocks","Better","R&D","Life Sciences","Lab. Tech.","Married",41,12,4766,3,6,1,0,0,"No"
"No","Frequently","Bachelor","High","High","Entry","High","High","Few stocks","Good","R&D","Medical","Lab. Tech.","Married",31,15,2610,1,2,2,2,2,"Yes"
"No","Rarely","College","High","Medium","Intermediate","Very High","High","Medium stocks","Better","R&D","Medical","Health. Repr.","Divorced",37,25,5731,7,9,6,2,3,"No"
"No","Rarely","Bachelor","Very High","Medium","Entry","High","High","Few stocks","Better","R&D","Life Sciences","Res. Sci.","Married",27,6,2539,1,4,4,2,2,"No"
"No","Rarely","Below College","Medium","High","Intermediate","High","Low","No stock","Good","Sales","Life Sciences","Sales Exe.","Married",34,9,5714,1,6,6,5,3,"No"
"No","Rarely","Master","High","High","Entry","High","Medium","No stock","Bad","HR","Technical","HR","Single",35,8,4323,1,6,5,4,4,"No"
"No","Rarely","Below College","Very High","Medium","Experienced","Low","Low","Few stocks","Bad","Sales","Life Sciences","Sales Exe.","Married",29,23,7336,1,11,11,8,10,"Yes"
"No","Frequently","Master","Medium","High","Experienced","High","High","No stock","Good","R&D","Medical","Res. Dir.","Single",40,9,13499,9,20,18,7,13,"No"
"Yes","Frequently","Bachelor","High","High","Advanced","Low","Medium","No stock","Good","Sales","Life Sciences","Sales Exe.","Single",42,12,13758,0,22,21,9,14,"Yes"
"No","Rarely","Master","Medium","High","Intermediate","Low","Very High","No stock","Best","Sales","Marketing","Sales Exe.","Single",42,4,5155,7,9,6,4,5,"No"
"No","Rarely","Master","Very High","Medium","Entry","High","Medium","Few stocks","Better","R&D","Medical","Lab. Tech.","Married",35,1,2258,6,10,8,0,7,"No"
"No","Rarely","Bachelor","Very High","High","Entry","Medium","Very High","No stock","Better","R&D","Medical","Lab. Tech.","Single",24,24,3597,8,6,4,3,2,"No"
"Yes","Rarely","Below College","High","High","Entry","Very High","Very High","No stock","Good","R&D","Life Sciences","Lab. Tech.","Married",28,12,2515,1,1,1,1,0,"Yes"
"No","Rarely","Master","Low","Very High","Entry","Very High","Medium","Few stocks","Better","R&D","Medical","Lab. Tech.","Married",26,3,4420,1,8,8,7,7,"No"
"No","Rarely","Bachelor","High","Medium","Intermediate","High","Low","Few stocks","Better","Sales","Marketing","Sales Exe.","Married",30,10,6578,1,10,10,3,4,"No"
"Yes","Frequently","College","High","Medium","Intermediate","Very High","Very High","Few stocks","Bad","R&D","Medical","Res. Sci.","Married",40,26,4422,3,16,1,1,0,"No"
"No","Rarely","Bachelor","High","Medium","Experienced","Medium","Medium","Few stocks","Best","R&D","Life Sciences","Manuf. Dir.","Divorced",35,2,10274,2,15,7,7,4,"No"
"No","Frequently","Bachelor","Very High","Medium","Intermediate","Low","High","No stock","Better","R&D","Medical","Health. Repr.","Single",34,1,5343,0,14,13,9,9,"No"
"No","Frequently","Master","Very High","Medium","Entry","Very High","Medium","Few stocks","Best","R&D","Other","Lab. Tech.","Married",35,4,2376,1,2,2,2,2,"No"
"No","Rarely","Bachelor","Low","Low","Intermediate","High","Medium","No stock","Good","Sales","Marketing","Sales Exe.","Single",43,9,5346,8,7,4,3,3,"Yes"
"No","Never","Below College","High","High","Entry","Low","High","Many stocks","Better","Sales","Life Sciences","Sales Repr.","Divorced",32,2,2827,1,1,1,0,0,"No"
"No","Rarely","Master","Very High","High","Expert","Low","Very High","Few stocks","Better","R&D","Technical","Manager","Divorced",56,4,19943,4,28,5,2,2,"No"
"No","Rarely","Below College","Medium","High","Entry","Very High","Low","Few stocks","Better","R&D","Medical","Lab. Tech.","Married",29,6,3131,1,10,10,8,8,"No"
"No","Rarely","College","High","High","Entry","Low","High","No stock","Better","R&D","Life Sciences","Res. Sci.","Single",19,9,2552,1,1,1,1,0,"No"
"Yes","Rarely","Bachelor","Low","High","Entry","High","High","Few stocks","Good","R&D","Medical","Res. Sci.","Married",45,7,4477,4,7,3,2,2,"No"
"No","Rarely","Bachelor","Very High","Medium","Intermediate","Very High","Medium","Few stocks","Good","R&D","Life Sciences","Manuf. Dir.","Married",37,1,6474,1,14,14,8,11,"No"
"No","Rarely","Bachelor","Low","Medium","Entry","High","Low","No stock","Good","R&D","Life Sciences","Lab. Tech.","Single",20,3,3033,1,2,2,2,2,"No"
"Yes","Rarely","Master","High","High","Entry","High","High","No stock","Better","R&D","Life Sciences","Res. Sci.","Single",44,10,2936,1,6,6,4,2,"Yes"
"No","Rarely","College","Very High","High","Expert","High","Medium","Few stocks","Better","R&D","Medical","Manager","Divorced",53,7,18606,3,26,7,7,7,"No"
"Yes","Rarely","Below College","Medium","Low","Entry","Very High","Low","Few stocks","Good","R&D","Life Sciences","Res. Sci.","Married",29,15,2168,0,6,5,4,3,"No"
"Yes","Frequently","Master","High","Medium","Entry","Very High","Medium","Few stocks","Better","R&D","Life Sciences","Res. Sci.","Married",22,3,2853,0,1,0,0,0,"Yes"
"No","Rarely","Bachelor","High","High","Advanced","Low","Low","No stock","Better","Sales","Marketing","Manager","Married",46,2,17048,8,28,26,15,9,"No"
"No","Never","Bachelor","Very High","Low","Entry","High","Very High","No stock","Better","R&D","Life Sciences","Res. Sci.","Single",44,17,2290,2,6,0,0,0,"No"
"No","Rarely","Bachelor","Medium","High","Entry","High","Very High","Few stocks","Better","HR","HR","HR","Married",33,2,3600,1,5,5,4,4,"No"
"No","Never","College","Low","Medium","Entry","Low","Low","Few stocks","Bad","R&D","Life Sciences","Res. Sci.","Divorced",41,5,2107,6,5,1,0,0,"Yes"
"No","Rarely","Master","High","High","Intermediate","Low","High","Many stocks","Better","Sales","Life Sciences","Sales Exe.","Divorced",30,29,4115,8,8,4,3,3,"No"
"No","Frequently","Master","Medium","High","Intermediate","Medium","Very High","Many stocks","Better","Sales","Medical","Sales Exe.","Married",40,2,4327,5,5,0,0,0,"No"
"No","Frequently","Bachelor","Very High","High","Advanced","Low","High","Few stocks","Better","R&D","Medical","Manager","Married",50,2,17856,2,32,2,2,2,"No"
"No","Rarely","Master","Very High","Medium","Entry","Low","High","Many stocks","Better","R&D","Medical","Lab. Tech.","Married",28,19,3196,1,6,6,5,3,"No"
"No","Rarely","College","Very High","High","Expert","Medium","Low","Few stocks","Better","R&D","Life Sciences","Res. Dir.","Married",46,15,19081,5,25,4,2,3,"No"
"Yes","Rarely","Master","High","High","Intermediate","Low","Very High","Many stocks","Better","Sales","Life Sciences","Sales Exe.","Married",35,17,8966,3,15,7,7,7,"No"
"No","Rarely","College","Very High","High","Entry","Medium","Low","Few stocks","Bad","R&D","Life Sciences","Lab. Tech.","Married",24,17,2210,1,1,1,0,0,"Yes"
"No","Frequently","Bachelor","Medium","High","Intermediate","High","Low","Few stocks","Good","Sales","Medical","Sales Exe.","Married",33,25,4539,1,10,10,7,1,"No"
"No","Rarely","Master","High","Low","Entry","High","High","Few stocks","Better","R&D","Life Sciences","Lab. Tech.","Divorced",36,6,2741,1,7,7,7,7,"No"
"No","Rarely","Master","High","High","Intermediate","High","Low","Many stocks","Good","R&D","Life Sciences","Lab. Tech.","Divorced",30,7,3491,1,10,10,7,9,"No"
"No","Rarely","Master","Very High","High","Intermediate","Very High","Medium","No stock","Better","R&D","Other","Res. Sci.","Single",44,29,4541,1,20,20,11,17,"No"
"No","Rarely","Bachelor","High","Very High","Entry","Very High","Very High","No stock","Better","Sales","Marketing","Sales Repr.","Single",20,21,2678,1,2,2,1,2,"No"
"No","Rarely","Master","Very High","High","Intermediate","Very High","High","Few stocks","Good","R&D","Technical","Manuf. Dir.","Divorced",46,2,7379,2,12,6,3,4,"No"
"No","Never","Doctor","Very High","Very High","Intermediate","Low","Low","Few stocks","Best","HR","Medical","HR","Married",42,2,6272,7,10,4,3,3,"No"
"Yes","Rarely","Master","Medium","Very High","Intermediate","Very High","Medium","Few stocks","Better","Sales","Marketing","Sales Exe.","Divorced",60,7,5220,0,12,11,7,9,"No"
"No","Frequently","Bachelor","High","Medium","Entry","Medium","High","Few stocks","Better","R&D","Other","Lab. Tech.","Married",32,13,2743,1,2,2,2,2,"No"
"Yes","Frequently","College","Very High","High","Intermediate","High","Very High","No stock","Better","R&D","Life Sciences","Res. Sci.","Single",32,2,4998,4,10,8,7,7,"No"
"Yes","Rarely","Bachelor","High","Low","Experienced","Low","High","Few stocks","Better","R&D","Technical","Manuf. Dir.","Divorced",36,1,10252,2,17,7,7,7,"No"
"No","Rarely","Bachelor","Low","High","Entry","Very High","Medium","Few stocks","Better","R&D","Medical","Res. Sci.","Married",33,9,2781,0,15,14,10,10,"No"
"No","Rarely","Bachelor","Medium","Medium","Intermediate","Medium","Medium","Few stocks","Best","Sales","Technical","Sales Exe.","Divorced",40,10,6852,7,7,5,1,3,"No"
"No","Rarely","Master","High","High","Intermediate","Very High","Medium","No stock","Better","Sales","Life Sciences","Sales Exe.","Single",25,10,4950,0,5,4,3,1,"No"
"Yes","Rarely","Bachelor","Very High","High","Entry","Medium","Low","Few stocks","Better","R&D","Medical","Res. Sci.","Married",30,1,3579,0,12,11,9,7,"No"
"Yes","Frequently","Doctor","Low","High","Experienced","Low","High","No stock","Better","R&D","Medical","Res. Dir.","Married",42,26,13191,3,20,1,0,0,"No"
"Yes","Never","College","High","Medium","Experienced","Very High","Medium","Few stocks","Good","Sales","Marketing","Sales Exe.","Married",35,8,10377,4,16,13,2,12,"No"
"Yes","Rarely","Bachelor","Low","High","Entry","Low","Very High","Medium stocks","Good","R&D","Life Sciences","Res. Sci.","Married",27,14,2235,1,9,9,7,8,"No"
"No","Frequently","Master","Very High","High","Experienced","High","Low","Few stocks","Bad","R&D","Life Sciences","Manuf. Dir.","Divorced",54,1,10502,7,33,5,4,4,"No"
"No","Rarely","Below College","Low","Very High","Entry","Very High","Very High","Few stocks","Better","R&D","Life Sciences","Res. Sci.","Married",44,2,2011,1,10,10,5,7,"No"
"Yes","Never","Bachelor","Low","Medium","Entry","Medium","Medium","No stock","Best","R&D","Medical","Res. Sci.","Single",19,10,1859,1,1,1,1,0,"Yes"
"No","Rarely","Bachelor","Low","High","Entry","Very High","Low","Many stocks","Better","R&D","Life Sciences","Res. Sci.","Divorced",29,1,3760,1,3,3,2,2,"No"
"No","Rarely","Bachelor","Very High","High","Advanced","Very High","Low","No stock","Better","R&D","Life Sciences","Res. Dir.","Married",54,3,17779,3,36,10,9,9,"No"
"Yes","Rarely","College","High","High","Intermediate","Low","Very High","No stock","Good","R&D","Medical","Health. Repr.","Married",31,11,6833,1,6,6,5,1,"No"
"No","Rarely","Bachelor","High","Medium","Intermediate","Low","Medium","No stock","Better","R&D","Medical","Health. Repr.","Single",31,24,6812,1,10,10,9,8,"No"
"No","Rarely","Bachelor","High","Medium","Intermediate","Very High","Very High","No stock","Better","Sales","Life Sciences","Sales Exe.","Single",59,3,5171,5,13,6,1,5,"No"
"No","Rarely","Bachelor","High","Low","Expert","Very High","Medium","Few stocks","Better","R&D","Life Sciences","Res. Dir.","Married",43,3,19740,3,25,8,7,7,"No"
"No","Rarely","College","Low","Medium","Expert","High","High","Few stocks","Best","R&D","Medical","Manager","Married",49,4,18711,2,23,1,0,0,"No"
"No","Frequently","Bachelor","High","High","Entry","Medium","High","No stock","Good","R&D","Technical","Res. Sci.","Married",36,3,3692,1,12,11,10,7,"No"
"No","Rarely","College","Very High","Very High","Entry","Medium","High","No stock","Good","R&D","Technical","Lab. Tech.","Single",48,2,2559,5,7,1,0,0,"No"
"No","Rarely","College","Low","High","Entry","High","Medium","Many stocks","Better","R&D","Life Sciences","Res. Sci.","Divorced",27,4,2517,1,5,5,3,3,"No"
"Yes","Rarely","Bachelor","High","High","Intermediate","Very High","Medium","Medium stocks","Better","R&D","Life Sciences","Health. Repr.","Divorced",29,7,6623,1,6,6,0,0,"No"
"No","Rarely","Bachelor","Very High","Medium","Expert","Very High","High","No stock","Best","R&D","Life Sciences","Res. Dir.","Single",48,1,18265,6,25,1,0,0,"No"
"No","Rarely","Bachelor","Very High","Medium","Advanced","Very High","Medium","Medium stocks","Good","R&D","Life Sciences","Res. Dir.","Divorced",29,1,16124,3,9,7,7,7,"No"
"No","Rarely","Bachelor","High","Very High","Entry","High","Very High","No stock","Good","R&D","Technical","Res. Sci.","Married",34,20,2585,0,2,1,0,0,"No"
"No","Rarely","Bachelor","Medium","High","Expert","Medium","High","Few stocks","Better","Sales","Marketing","Manager","Married",44,5,18213,7,26,22,9,10,"No"
"Yes","Rarely","Doctor","Very High","Very High","Experienced","High","Very High","Medium stocks","Better","Sales","Marketing","Sales Exe.","Divorced",33,10,8380,0,10,9,8,8,"No"
"Yes","Rarely","Bachelor","Medium","Very High","Entry","Very High","Very High","No stock","Better","R&D","Life Sciences","Res. Sci.","Single",19,25,2994,1,1,1,0,1,"No"
"No","Rarely","College","Very High","High","Entry","High","Very High","Few stocks","Better","R&D","Life Sciences","Res. Sci.","Married",23,1,1223,1,1,1,0,1,"No"
"Yes","Frequently","Below College","High","Low","Entry","Very High","Very High","No stock","Better","Sales","Life Sciences","Sales Repr.","Single",25,24,1118,1,1,1,0,0,"Yes"
"Yes","Rarely","College","High","High","Entry","Very High","Medium","No stock","Good","R&D","Life Sciences","Res. Sci.","Single",26,4,2875,1,8,8,5,2,"No"
"Yes","Rarely","Bachelor","Low","Low","Expert","Medium","Low","No stock","Better","Sales","Marketing","Manager","Single",45,2,18824,2,26,24,10,11,"Yes"
"Yes","Never","Below College","Very High","Medium","Advanced","Medium","Very High","Few stocks","Better","R&D","Medical","Health. Repr.","Divorced",55,8,13577,1,34,33,9,0,"No"
"No","Frequently","College","Low","Medium","Entry","High","High","No stock","Bad","R&D","Life Sciences","Lab. Tech.","Single",21,10,2625,1,2,2,2,2,"Yes"
"No","Rarely","College","Very High","Medium","Expert","Medium","High","Few stocks","Better","Sales","Marketing","Manager","Married",46,4,18789,2,26,11,4,8,"No"
"Yes","Rarely","Bachelor","High","High","Intermediate","Low","Very High","No stock","Better","Sales","Marketing","Sales Exe.","Single",34,2,4538,0,4,3,2,2,"No"
"Yes","Frequently","Bachelor","Very High","High","Expert","Medium","Low","Few stocks","Good","Sales","Life Sciences","Manager","Divorced",51,9,19847,4,31,29,10,10,"No"
"No","Rarely","Master","Very High","High","Experienced","Very High","Very High","No stock","Good","R&D","Medical","Manuf. Dir.","Single",59,18,10512,6,25,9,7,4,"No"
"No","Frequently","Bachelor","High","High","Intermediate","Medium","High","Medium stocks","Best","R&D","Medical","Lab. Tech.","Divorced",34,19,4444,4,15,11,8,10,"No"
"Yes","Frequently","Master","Very High","High","Entry","High","High","No stock","Good","R&D","Medical","Lab. Tech.","Single",28,1,2154,0,5,4,2,2,"No"
"No","Rarely","College","High","Very High","Expert","Low","Very High","Medium stocks","Good","R&D","Life Sciences","Manager","Divorced",44,4,19190,1,26,25,9,13,"No"
"No","Frequently","Bachelor","High","Medium","Intermediate","Medium","Very High","Medium stocks","Best","HR","Life Sciences","HR","Married",34,11,4490,4,14,10,9,8,"No"
"Yes","Rarely","Below College","High","High","Entry","High","Very High","No stock","Better","R&D","Life Sciences","Res. Sci.","Married",35,6,3506,0,4,3,2,2,"No"
"Yes","Rarely","Master","Medium","Very High","Intermediate","Medium","Very High","No stock","Better","R&D","Medical","Res. Sci.","Married",42,7,2372,6,18,1,0,0,"No"
"No","Rarely","Master","Very High","Medium","Experienced","Very High","Very High","No stock","Best","Sales","Marketing","Sales Exe.","Single",43,4,10231,3,23,21,7,17,"No"
"Yes","Rarely","Master","High","High","Intermediate","Medium","Very High","No stock","Better","R&D","Life Sciences","Manuf. Dir.","Single",36,2,5410,9,18,16,14,12,"No"
"No","Rarely","Bachelor","Low","High","Experienced","Very High","Very High","Few stocks","Better","R&D","Medical","Health. Repr.","Married",44,15,7978,1,10,10,7,5,"Yes"
